red,MATH1910,MATH1920,MATH2940,PHYS1112,PHYS2213,CHEM2080,PHYS2214,CHEM2090,CS1110,CS1112,CS1114,CS2110,CS2112
blue,CS2800,CS3110,CS3410,CS3420,CS4410,CS4820
purple,
